course_name,course_url,grading_basis,grading_trend,enrollment_trend,recent_reviews
EEMB 162,https://ucsbplat.com/curriculum/class/FALL%202025%2055517,Letter Grade,[],[],"[""Amazing professor, would recommend. Also had her for EEMB 3 and she was great!"", ""I was waitlisted for this class. Dr. Shay is the reason why I was able to get off the waitlist. She went straight to the department for a whole week trying to allow more students to take her class. She is truly amazing. Quizzes every week (relatively easy), sections were so much fun, and two essays. One of the easiest EEMB courses at UCSB.""]"
IQB 218A,https://ucsbplat.com/curriculum/class/FALL%202025%2027979/2,Letter Grade,[],[],"[""Professor Montell is knowledgeable and made a subject that could easily be boring into something exciting. I loved the guest lectures and was so thankful for her recording lectures. I have seen feedback on here that her lectures are disorganized, I disagree. Sometimes her slides can be a bit redundant, but that just drives her point home."", ""Lectures are not recorded and final grade is based off 2 midterms (20% each) and final exam (60%). Or one midterm can be dropped and the final can count for 70% of your final grade. The first exam was easy, but the second two had low averages. I would avoid this class and prof. if possible."", ""At the beginning of this class he told us a story about how a kid hucked a loogie on the sidewalk, how nasty that was, and how he told the kid off. After taking this class...I wanna huck a loogie right next to his feet. Material is really really dry, very condescending, fact dumps, and is just really boring.131L is cool and helps the lecture.""]"
ESM 401B,https://ucsbplat.com/curriculum/class/FALL%202025%2021568,Letter Grade,"[""A""]",[5],[]
CNCSP 97,https://ucsbplat.com/curriculum/class/FALL%202025%2009043,Letter Grade,"[""A+"", ""A+""]","[160, 120, 55]",[]
CHEM 2BL,https://ucsbplat.com/curriculum/class/FALL%202025%2054296,Letter Grade,"[""B""]",[20],[]
ITAL 596,https://ucsbplat.com/curriculum/class/FALL%202025%2028340,Letter Grade,[],"[130, 10]",[]
ARTHI 186SV,https://ucsbplat.com/curriculum/class/FALL%202025%2063388,Letter Grade,"[""A"", ""A-""]","[15, 15]","[""Professor Welter is a great lecturer and makes the class really easy to understand. I am by no means an art history major, but I found the content interesting and was able to be relatively successful in this class. Professor Welter is very passionate about architecture, and it really shows in this class."", ""Only graded on weekly quizzes (get 2 attempts), midterm, and final - midterm and final questions pulled from quizzes. Everything is straight from the assigned weekly readings (which were pretty light) and lectures. Welter made a boring subject interesting and I would recommend taking this class with him if given the opportunity.""]"
MATH 118A,https://ucsbplat.com/curriculum/class/FALL%202025%2032250,Letter Grade,"[""A+""]",[50],"[""Honestly the class was a joke, we just used Rudin but the lectures were just him reading the theorems and telling us to go over the proofs on our own time. The homework was super easy and he gave up part way through the quarter and turned this into a 6A class. It was super easy but you won't be learning anything from any of his classes.""]"
MCDB 131L,https://ucsbplat.com/curriculum/class/FALL%202025%2034116,Letter Grade,"[""A-"", ""A""]","[20, 20]","[""Did not know what kind of class I was getting into. It was more like AP Bio then actually learning about nutrition. Do not take this class if you do not like science. Only reason I passed the class was because of my goated TA Michelle!"", ""If I could have her license as a teacher removed I would. She's a poor teacher during lectures, just reads off slides which the slides are just the text book readings she has you do before class so she's not teaching anything. Doesn't offer good help outside of class/office hours. Your tests = stuff she didn't teach. Tests are poorly written.""]"
PHYS 6AL,https://ucsbplat.com/curriculum/class/FALL%202025%2039487,Letter Grade,"[""A-"", ""A-""]","[24, 24]","[""I don't have anything against this professor. Her lectures were fine, but boring. The section for the class was not designed too well. Sometimes I would get lost during lectures. The expectations on how to do well are made obvious by the weekly homework assignments and practice test problems. Shouldn't be too hard if you just put in the effort.""]"
PHYS 221A,https://ucsbplat.com/curriculum/class/FALL%202025%2040816,Letter Grade,"[""A"", ""A""]","[12, 33]",[]
TMP 124,https://ucsbplat.com/curriculum/class/FALL%202025%2049049,Letter Grade,"[""B+"", ""A""]","[50, 55]",[]
BIOL CS 199,https://ucsbplat.com/curriculum/class/FALL%202025%2002345,Pass/No Pass,[],[],[]
GER 3,https://ucsbplat.com/curriculum/class/FALL%202025%2024570,Letter Grade,"[""A"", ""A""]","[12, 26]","[""I took Ben's class after 4 classes with Anna, and he was great. He keeps the class very engaged and is very open to talk with students so that's fun. He is very receptive to feedback and patient when a student is confused. He follows the dept's class layout so it's nothing surprising in that sense, but he's not *as* strict as some other professors.""]"
ART CS 199,https://ucsbplat.com/curriculum/class/FALL%202025%2001164,Pass/No Pass,[],"[10, 10]",[]
ENGL 50,https://ucsbplat.com/curriculum/class/FALL%202025%2053330,Letter Grade,"[""A"", ""A""]","[154, 249, 25, 299]",[]
INT CS 120,https://ucsbplat.com/curriculum/class/FALL%202025%2027946,Pass/No Pass,[],"[13, 11, 5, 37]",[]
PHYS 223A,https://ucsbplat.com/curriculum/class/FALL%202025%2040824,Letter Grade,"[""A"", ""A""]","[20, 33, 19]",[]
ART 18,https://ucsbplat.com/curriculum/class/FALL%202025%2050682,Letter Grade,"[""A"", ""A""]","[18, 50, 75, 48]","[""I've never quite grown as fast as an artist until I took classes with Eric Beltz. His classes do require effort, and he can tell if you don't spend enough time on a drawing. I've always enjoyed the assignments he's given us and his lectures are very creative, funny and inspirational. By far, my favorite art classes at UCSB."", ""I took advanced drawing and intro painting with him. Hes a great teacher and he can teach you a lot, hes really smart. Don't be afraid to raise your hand and ask for help! He has solid, legit thoughts on how to improve what you're doing. Eric is great. As for the workload, get used to it, being an artist takes hours of work.""]"
EEMB 503,https://ucsbplat.com/curriculum/class/FALL%202025%2018622,Letter Grade,[],"[8, 9]",[]
LING 20,https://ucsbplat.com/curriculum/class/FALL%202025%2029140,Letter Grade,"[""A"", ""A""]","[240, 30, 30]","[""Prof. Kennedy explained concepts really well in lecture, but the readings for this class were pretty dense and there were weekly quizzes on them. However, we were allowed to attempt the homework as many times as we needed which was really nice. Tests weren't worth that much of our grade so it was easier to do well in the class.""]"
PHYS 6CL,https://ucsbplat.com/curriculum/class/FALL%202025%2039685,Letter Grade,"[""A-"", ""A""]","[10, 22]","[""I don't have anything against this professor. Her lectures were fine, but boring. The section for the class was not designed too well. Sometimes I would get lost during lectures. The expectations on how to do well are made obvious by the weekly homework assignments and practice test problems. Shouldn't be too hard if you just put in the effort.""]"
MATH 4B,https://ucsbplat.com/curriculum/class/FALL%202025%2031039,Letter Grade,"[""A"", ""A""]","[149, 25]",[]
CMPSC 9,https://ucsbplat.com/curriculum/class/FALL%202025%2050856,Letter Grade,"[""A"", ""A""]","[24, 114, 150, 26]",[]
CLASS 501,https://ucsbplat.com/curriculum/class/FALL%202025%2007302,Pass/No Pass,[],[5],"[""Amazing prof! Clearly goes through the lessons, homework daily but helps you build up language skills. Took this class for fun, was a bit tricky at times with lots of quizzes and some long homeworks, but flashcard practice and the homework and daily participation will gaurantee u an A. Very nice, answers emails fast and always answers questions!"", ""I looked forward to this class every day. She's enthusiastic and tries to make it fun. She 'll be annoyed if you habitually blow off the homework but that's the only time I've seen her give someone the &quot;look&quot; other people mention. Just don't blow off the homework daily? She's organized and her expectations are super clear. I'll miss her class!"", ""She's really mean and I hated going to her class. She makes you feel dumb if you get a question wrong. Very uncomfortable atmosphere in her class. She knows what she's talking about, but it isn't worth the dread she makes you feel. You've been warned""]"
PSY 123,https://ucsbplat.com/curriculum/class/FALL%202025%2059923,Letter Grade,"[""A+"", ""A+""]","[125, 100]","[""At first I was really scared of this class, but it ended up being one of my favorite classes at UCSB. There's a lot of content to cover, but the weekly assignments made it easier to digest even if I didn't go to class. Midterm and finals are super reasonable. Her grading scale helps everyone out so much + 5% EC made the class super enjoyable"", ""She goes through the lectures way too quickly, it is impossible to follow what she is saying. She goes on random rants that aren't necessary for exams (according to her) so it all just seems pointless. If she slowed down and covered less material per lecture this class would be interesting."", ""I loved taking her class! The professor talks a little fast but overall a good lecturer. Attendance isn't mandatory but you have to go to the lecture because her slides aren't sufficient on their own. She gives extra credit for discussion posts and her exams are very fair and comes from the readings and the slides.""]"
JAPAN 1,https://ucsbplat.com/curriculum/class/FALL%202025%2028357,Letter Grade,"[""A""]",[22],[]
HIST 195GS,https://ucsbplat.com/curriculum/class/FALL%202025%2026963,Pass/No Pass,[],"[15, 5, 5]","[""DO NOT TAKE AFRICAN HISTORY, unless you really love Africa. This class is sooooo much reading and its very boring. DO NO RECOMMEND""]"
RUSS 101A,https://ucsbplat.com/curriculum/class/FALL%202025%2052779,Letter Grade,"[""A"", ""A-""]","[6, 12, 6]",[]
EARTH 104A,https://ucsbplat.com/curriculum/class/FALL%202025%2011916,Letter Grade,"[""A"", ""A""]","[20, 20, 20]",[]
LING W 170,https://ucsbplat.com/curriculum/class/FALL%202025%2074039,Letter Grade,[],[],"[""This class was really interesting, but it is a lot like LING 70 if you have taken that class before. This was my first upper division class and it was still very manageable. She is super accommodating and very knowledgeable."", ""One of the best professors at UCSB. She clearly cares about her students and understands the struggles that students go through in college. The actual class is easy, lots of random work but easy stuff. Easy A, just show up and do your assignments."", ""Great class, but lectures were awkward at times due to Professor Bucholtz's white guilt that would show through some of the things she would say. Other than that, there are a lot of assignments, but a lot of things end up being dropped from your grade. No in-class midterm/final. Overall, an easy A. Just wish it was taught by a person of color.""]"
